Test,n_sources,max_out_degree,n_nodes,max_instances,n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges,n_cycles
all-int4,2,4,11,1,4,6,5,1,1,12,0,13,7
convert-float4-char4_sat_rtp,6,4,51,1,40,42,5,1,2,6,0,104,2147483647
convert-float8-ushort8,1,8,18,1,8,10,3,1,1,6,0,24,127
convert-float4-char4_sat_rtz,6,4,51,1,40,42,5,1,2,6,0,104,2147483647
gather-char,1,8,19,1,0,3,4,1,1,15,0,32,16383
vec_step-int16,1,1,3,1,0,2,2,1,1,8,0,2,0
hsub_uchar8,2,4,15,1,4,7,3,1,1,8,0,20,63
convert-float4-char4_sat_rte,6,4,51,1,40,42,5,1,2,6,0,104,2147483647
log2-float2,1,2,6,1,2,4,3,1,1,6,2,6,1
log2-float3,1,3,8,1,3,5,3,1,1,3,3,9,3
log2-float4,1,4,10,1,4,6,3,1,1,7,4,12,7
convert-char3-float3_rtn,2,4,12,1,7,9,5,1,1,0,0,16,31
convert-float4-char4_sat_rtn,6,4,51,1,40,42,5,1,2,0,0,104,2147483647
add_rshift_sat_pos_h_ii,3,4,16,1,4,8,3,1,1,4,0,24,511
hadd-char16,3,8,36,1,16,19,4,1,1,0,0,56,2097151
rhadd-char16,3,8,44,1,24,27,4,1,1,0,0,64,2097151
convert-ushort4-float4,1,2,8,1,4,6,3,1,1,0,0,10,7
native_log-float3,2,3,12,1,6,8,4,1,1,14,6,15,15
pma_acopy_2D4_deprecatedAPI,2,8,19,1,8,10,3,1,1,15,0,32,16383
add_rshift_sat_pos_h_iu,3,2,10,1,2,6,3,1,1,8,0,12,7
convert-uint-char,1,1,3,1,0,2,2,1,1,8,0,2,0
native_tan-float2,2,4,11,1,6,8,4,1,1,100,6,16,63
tBuff-ttl,2,8,19,1,8,10,3,1,1,12,0,32,16383
all-char,4,1,7,1,1,4,3,2,1,8,0,5,-0.5
bitselect-float,4,2,12,1,4,8,4,1,1,7,0,12,1
convert-int4-short4,1,4,6,1,0,2,2,1,1,0,0,8,7
convert-char16-ushort16,1,8,18,1,8,10,3,1,1,0,0,24,127
mad_hi-short8,3,4,28,1,12,16,4,1,1,0,0,44,131071
mad_hi-short4,3,2,16,1,6,10,4,1,1,14,0,22,127
convert-float2-int2_sat_rtn,6,4,27,1,18,20,4,1,2,8,0,50,16777215
mad_hi-short2,3,2,10,1,3,7,4,1,1,3,0,11,3
mad_hi-short3,3,2,15,1,5,9,4,1,1,0,0,19,31
degrees-float2,2,2,7,1,2,4,3,1,1,12,0,8,3
degrees-float3,2,3,9,1,3,5,3,1,1,0,0,12,15
degrees-float4,2,4,11,1,4,6,3,1,1,0,0,16,63
upsample-uchar8,3,4,24,1,12,15,4,1,1,0,0,32,511
degrees-float8,2,8,19,1,8,10,3,1,1,0,0,32,16383
upsample-uchar4,3,2,14,1,6,9,4,1,1,0,0,16,7
shl-basic-short-1_pma,2,8,19,1,8,10,3,1,1,7,0,32,16383
upsample-uchar2,3,1,9,1,3,6,4,1,1,3,0,8,0
upsample-uchar3,4,2,13,1,4,7,4,1,1,3,0,14,3
build-vector-shuffle-short16_pma,2,7,11,1,0,3,2,1,1,10,0,16,63
fabs-float2,1,2,6,1,2,4,3,1,1,3,0,6,1
fabs-float3,1,3,8,1,3,5,3,1,1,3,0,9,3
fabs-float4,1,4,10,1,4,6,3,1,1,7,0,12,7
add_low_rshift_sat_pos_b_iu,3,4,16,1,4,8,3,1,1,15,0,24,511
fabs-float8,1,8,18,1,8,10,3,1,1,0,0,24,127
vec_step-float16,1,1,3,1,0,2,2,1,1,8,0,2,0
convert-char3-float3_rtz,2,4,12,1,7,9,5,1,1,14,0,16,31
or_combine,4,8,25,1,12,15,3,1,1,12,0,44,1048575
maxpool2,2,8,43,1,24,27,5,1,1,8,0,64,4194303
add-non-splat-imm-1d-int4_pma,4,4,12,1,3,5,2,1,1,12,0,14,7
step-float4,3,8,24,1,12,15,4,1,1,8,0,40,131071
step-float2,3,4,14,1,6,9,4,1,1,8,0,20,127
step-float3,3,6,19,1,9,12,4,1,1,8,0,30,4095
add-interlace-1d-int_pma,3,4,16,1,8,10,3,1,1,8,0,28,8191
convert-float16-uchar16,2,8,35,1,16,19,3,1,1,3,0,48,16383
step-float8,3,16,44,1,24,27,4,1,1,3,0,80,2147483647
max-uint4,2,4,15,1,4,7,3,1,1,8,0,20,63
clamp-uint3_scalar,3,3,15,1,6,10,4,1,1,8,0,20,63
max-uint2,2,2,9,1,2,5,3,1,1,8,0,10,3
max-uint3,2,3,12,1,3,6,3,1,1,8,0,15,15
max-uint8,2,8,27,1,8,11,3,1,1,10,0,40,16383
add-transformations-abs-abs-halve-char-1_pma,2,8,59,1,40,43,5,1,1,4,0,72,16383
convert-uint2-float2_rtp,7,2,28,1,18,20,6,1,2,8,0,42,32767
convert-uint2-float2_rtz,7,2,28,1,18,20,6,1,2,8,0,42,32767
a-plus-b,2,8,27,1,8,11,3,1,1,4,0,40,16383
convert-uint2-float2_rte,1,2,6,1,2,4,3,1,1,3,0,6,1
mul-exp2-float,2,1,6,1,1,4,3,1,1,8,1,5,0
convert-uint2-float2_rtn,7,2,28,1,18,20,6,1,2,12,0,42,32767
mul_hi-uchar16,3,8,36,1,16,19,4,1,1,3,0,56,2097151
convert-uint2-uchar2,1,2,4,1,0,2,2,1,1,12,0,4,1
hadd-short16,2,8,27,1,8,11,3,1,1,3,0,40,16383
sqrt-mul-float,2,1,6,1,1,4,3,1,1,3,1,5,0
convert-float8-char8_sat_rtz,6,8,95,1,80,82,5,1,2,0,0,208,2147483647
abs_diff-char8,2,4,15,1,4,7,3,1,1,0,0,20,63
convert-float8-char8_sat_rte,6,8,95,1,80,82,5,1,2,12,0,208,2147483647
rotate-int,2,2,9,1,4,7,4,1,1,14,0,10,3
assert_fail,2,8,19,1,8,10,3,1,1,100,0,32,16383
convert-float8-char8_sat_rtn,6,8,95,1,80,82,5,1,2,0,0,208,2147483647
max-char3,4,2,16,1,7,11,4,2,1,7,0,18,7
convert-float-int_sat_rte,6,4,17,1,9,11,4,1,1,12,0,25,511
select-char16,3,8,68,1,40,44,4,1,1,12,0,112,2147483647
convert-float-int_sat_rtn,6,4,17,1,9,11,4,1,1,8,0,25,511
convert-float-int_sat_rtp,6,4,17,1,9,11,4,1,1,3,0,25,511
convert-float-int_sat_rtz,6,4,17,1,9,11,4,1,1,0,0,25,511
convert-char8-ushort8,1,4,10,1,4,6,3,1,1,12,0,12,7
min-int,2,1,6,1,1,4,3,1,1,8,0,5,0
bilinear-upsample-general-pma,2,4,12,1,6,9,4,2,1,15,0,16,31
convert-uint16-short16,2,8,19,1,0,3,2,1,1,14,0,32,16383
sqrt-float8,1,8,18,1,8,10,3,1,1,7,8,24,127
sqrt-float2,1,2,6,1,2,4,3,1,1,3,2,6,1
sqrt-float3,1,3,8,1,3,5,3,1,1,3,3,9,3
mad_hi-short,3,1,9,1,2,6,4,1,1,12,0,8,0
sqrt-float4,1,4,10,1,4,6,3,1,1,8,4,12,7
i16-acc-reduce_add,2,1,6,2,1,5,3,1,1,12,0,5,0
convert-ushort-uchar,1,1,3,1,0,2,2,1,1,15,0,2,0
mul-sinpi-float4,2,4,15,1,4,7,3,1,1,8,4,20,63
abs-char4,1,2,6,1,2,4,3,1,1,12,0,6,1
clamp-char2,3,2,14,1,7,11,5,1,1,3,0,16,7
abs-char2,1,1,4,1,1,3,3,1,1,7,0,3,0
abs-char3,3,2,10,1,4,7,4,2,1,14,0,9,0
clamp-char8,3,4,44,1,28,32,5,1,1,12,0,64,2097151
abs-char8,1,4,10,1,4,6,3,1,1,8,0,12,7
isequal-float8,2,8,35,1,16,19,4,1,1,8,0,48,16383
convert-uint8-float8,1,8,18,1,8,10,3,1,1,14,0,24,127
sub_sat-uint16,4,8,70,1,32,38,4,2,1,7,0,112,2147483647
clamp-char3,5,2,24,1,12,17,5,2,1,12,0,28,31
clamp-char4,3,2,24,1,14,18,5,1,1,8,0,32,511
convert-short16-int16,1,8,27,1,16,19,3,2,1,8,0,40,16383
load-store-bound-2,2,8,19,1,8,10,3,1,1,100,0,32,16383
convert-float2-uint2_sat,3,4,24,1,18,20,4,1,2,8,0,46,8388607
load-store-bound-3,2,8,36,1,16,20,3,2,2,12,0,64,536870911
min_scalar-float8,2,8,20,1,8,11,3,1,1,15,0,33,16383
mul-basic-uint-1_pma,2,8,43,1,24,27,3,1,1,12,0,88,2147483647
cmp-basic-char-1_pma,2,8,19,1,8,10,3,1,1,8,0,32,16383
max_scalar-float8,2,8,20,1,8,11,3,1,1,8,0,33,16383
vec_step-char16,1,1,3,1,0,2,2,1,1,14,0,2,0
addpool3,3,6,38,1,16,20,9,1,2,13,0,68,2147483647
rhadd-short,3,1,9,1,3,6,4,1,1,12,0,8,0
convert-short4-float4,1,2,8,1,4,6,3,1,1,14,0,10,7
convert-short3-int3,1,2,7,1,3,5,3,1,1,14,0,8,3
max-char4,2,2,15,1,8,11,4,1,1,7,0,20,63
convert-ushort8-float8_rtn,1,4,14,1,8,10,3,1,1,3,0,20,127
convert-ushort8-float8_rte,1,4,14,1,8,10,3,1,1,14,0,20,127
vec_step-uint4,1,1,3,1,0,2,2,1,1,14,0,2,0
min_max_i8_one_instr,2,2,15,1,8,11,4,1,1,12,0,20,63
vec_step-uint2,1,1,3,1,0,2,2,1,1,3,0,2,0
vec_step-uint3,1,1,3,1,0,2,2,1,1,3,0,2,0
convert-uint2-char2,1,2,4,1,0,2,2,1,1,8,0,4,1
convert-ushort8-float8_rtp,1,4,14,1,8,10,3,1,1,3,0,20,127
vec_step-uint8,1,1,3,1,0,2,2,1,1,3,0,2,0
convert-float4-int4_sat_rtp,6,4,47,1,36,38,4,1,2,8,0,100,2147483647
convert-uchar16-uint16,4,8,22,1,8,13,3,3,1,14,0,26,31
rotate-ushort16,2,8,51,1,32,35,4,1,1,3,0,80,1073741823
mad_sat-uint3,4,7,62,1,48,52,6,1,1,8,0,126,2147483647
convert-float4-int4_sat_rtz,6,4,47,1,36,38,4,1,2,8,0,100,2147483647
mad_sat-uint4,4,8,81,1,64,68,6,1,1,9,0,168,2147483647
reduce-blur-split,2,8,29,1,18,20,6,1,1,12,0,44,65535
convert-float4-int4_sat_rte,6,4,47,1,36,38,4,1,2,0,0,100,2147483647
sub_sat-uchar8,2,4,31,1,20,23,5,1,2,3,0,52,4194303
sub_sat-uchar4,2,2,17,1,10,13,5,1,2,7,0,26,1023
sub_sat-uchar3,4,2,18,1,9,13,4,2,1,8,0,23,63
convert-float4-int4_sat_rtn,6,4,47,1,36,38,4,1,2,3,0,100,2147483647
fabs-float16,2,8,36,1,16,20,3,2,1,8,0,48,8191
convert-float-uint_rtz,1,1,4,1,1,3,3,1,1,8,0,3,0
bitselect-short3,5,2,20,1,8,12,4,1,1,14,0,24,31
convert-float-uint_rtp,1,1,4,1,1,3,3,1,1,7,0,3,0
convert-float-uint_rtn,1,1,4,1,1,3,3,1,1,12,0,3,0
i16-acc-and,2,1,5,2,1,4,3,1,1,7,0,4,0
store-7-bytes,7,3,20,1,9,11,3,1,1,8,2,25,63
convert-float-uint_rte,1,1,4,1,1,3,3,1,1,8,0,3,0
isless-float16,4,8,70,1,32,38,4,2,1,7,0,96,134217727
hsub_ushort16,2,8,27,1,8,11,3,1,1,12,0,40,16383
convert-char4-int4,3,2,10,1,4,6,3,1,2,8,0,14,31
missing_wait_1,2,8,19,1,8,10,3,1,1,9,0,32,16383
hadd-uint4,2,4,15,1,4,7,3,1,1,8,0,20,63
convert-uint2-int2,1,2,4,1,0,2,2,1,1,14,0,4,1
convert-float-uchar_rtn,1,1,4,1,1,3,3,1,1,8,0,3,0
hadd-uint2,2,2,9,1,2,5,3,1,1,12,0,10,3
hadd-uint3,2,3,12,1,3,6,3,1,1,8,0,15,15
dot-float2,2,2,10,1,3,6,4,1,1,15,0,11,3
hadd-uint8,2,8,27,1,8,11,3,1,1,8,0,40,16383
convert-float-uchar_rte,1,1,4,1,1,3,3,1,1,12,0,3,0
convert-float-uchar_rtz,1,1,4,1,1,3,3,1,1,12,0,3,0
convert-float-uchar_rtp,1,1,4,1,1,3,3,1,1,8,0,3,0
fp2uint_ceil_with_shift,2,8,19,1,8,10,3,1,1,2,0,32,16383
convert-float4-uint4,1,4,10,1,4,6,3,1,1,100,0,12,7
convert-char16-float16_rtp,2,16,44,1,32,35,5,2,1,8,0,72,536870911
convert-char16-float16_rtz,2,16,44,1,32,35,5,2,1,14,0,72,536870911
sub_reduce_type_zext,7,4,26,1,10,14,5,2,1,0,0,35,1023
abs-char,1,1,5,1,2,4,4,1,1,12,0,4,0
iv-select-acc-lt-idx-outerLoop-ver2,2,1,6,3,2,8,4,1,1,12,0,5,0
sub-1d-int,2,8,19,1,8,10,3,1,1,8,0,32,16383
convert-char16-float16_rte,2,16,44,1,32,35,5,2,1,3,0,72,536870911
select-uchar,4,1,11,1,3,7,5,1,1,12,0,10,0
verification-api-2-negative-pma,2,8,19,1,8,10,3,1,1,8,0,32,16383
convert-char16-float16_rtn,2,16,44,1,32,35,5,2,1,0,0,72,536870911
convert-int8-uint8,1,8,10,1,0,2,2,1,1,8,0,16,127
racc-short2_pma,1,1,4,2,1,4,3,1,1,8,0,3,0
add-transformations-none-none-halve-char-1_pma,3,8,36,1,16,19,4,1,1,4,0,56,2097151
convert-uint4-ushort4,1,4,6,1,0,2,2,1,1,8,0,8,7
rhadd-ushort8,3,8,28,1,16,19,4,1,1,3,0,48,2097151
min-float4,2,4,15,1,4,7,3,1,1,3,0,20,63
convert-uchar4-char4,1,1,3,1,0,2,2,1,1,7,0,2,0
convert-float8-uchar8,1,8,18,1,8,10,3,1,1,8,0,24,127
rhadd-ushort2,3,2,10,1,4,7,4,1,1,8,0,12,7
rhadd-ushort3,3,3,14,1,6,9,4,1,1,8,0,19,63
convert-float3-short3_rtn,1,3,8,1,3,5,3,1,1,0,0,9,3
mad_sat-char16,7,16,112,1,80,84,6,1,1,12,0,200,2147483647
convert-float8-int8,1,8,18,1,8,10,3,1,1,15,0,24,127
iv-select-acc-lt-idx-innerLoop-ver2-i16,2,2,7,3,3,8,4,1,1,8,0,7,1
isless-float,2,1,6,1,1,4,3,1,1,3,0,5,0
mesw-10263_pma,7,8,43,1,16,22,3,2,1,8,0,68,67108863
pma_acopy_3D2_ushort,2,8,19,1,8,10,3,1,1,3,0,32,16383
convert-short8-int8,1,4,14,1,8,10,3,1,1,12,0,20,127
convert-uchar2-short2,1,1,4,1,1,3,3,1,1,12,0,3,0
convert-char4-float4,2,4,13,1,8,10,5,1,1,3,0,18,63
convert-float4-char4,1,4,10,1,4,6,3,1,1,3,0,12,7
convert-int8-uchar8,1,8,10,1,0,2,2,1,1,12,0,16,127
convert-int8-ushort8,1,8,10,1,0,2,2,1,1,7,0,16,127
exp2-float8,1,8,18,1,8,10,3,1,1,8,8,24,127
sub_sat-ushort16,2,8,43,1,24,27,4,1,1,8,0,80,2147483647
exp2-float4,1,4,10,1,4,6,3,1,1,8,4,12,7
exp2-float3,1,3,8,1,3,5,3,1,1,8,3,9,3
exp2-float2,1,2,6,1,2,4,3,1,1,8,2,6,1
add_sat-char16,4,16,133,1,112,115,5,1,2,100,0,288,2147483647
dot-float,2,1,6,1,1,4,3,1,1,14,0,5,0
fillColorsChannelImage_part1_ver2,10,4,58,1,40,44,9,1,2,12,0,100,2147483647
clamp-int8,3,8,44,1,16,20,4,1,1,3,0,64,2097151
clamp-int4,3,4,24,1,8,12,4,1,1,7,0,32,511
clamp-int3,3,3,19,1,6,10,4,1,1,8,0,24,63
clamp-int2,3,2,14,1,4,8,4,1,1,7,0,16,7
select-uint3,3,3,22,1,9,13,4,1,2,12,0,36,32767
select-uint2,3,2,16,1,6,10,4,1,2,14,0,24,511
convert-char3-short3,1,2,6,1,2,4,3,1,1,3,0,6,1
bitselect-uint,4,2,12,1,4,8,4,1,1,3,0,12,1
select-uint4,3,4,28,1,12,16,4,1,2,12,0,48,2097151
select-uint8,3,8,52,1,24,28,4,1,2,0,0,96,2147483647
add_low_rshift_sat_pos_b_uu,3,2,10,1,2,6,3,1,1,12,0,12,7
bitselect-short4,4,2,19,1,8,12,4,1,1,8,0,24,63
convert-float3-short3_rtp,1,3,8,1,3,5,3,1,1,8,0,9,3
convert-float2-int2_rtz,1,2,6,1,2,4,3,1,1,12,0,6,1
min-int4,2,4,15,1,4,7,3,1,1,14,0,20,63
convert-uchar3-ushort3,1,2,4,1,0,2,2,1,1,14,0,4,1
rhadd-uchar16,3,8,36,1,16,19,4,1,1,9,0,56,2097151
min-int2,2,2,9,1,2,5,3,1,1,12,0,10,3
min-int3,2,3,12,1,3,6,3,1,1,12,0,15,15
min-int8,2,8,27,1,8,11,3,1,1,14,0,40,16383
convert-float2-int2_rtn,1,2,6,1,2,4,3,1,1,12,0,6,1
convert-ushort-char,1,1,3,1,0,2,2,1,1,7,0,2,0
fp_mad-imm,7,4,20,1,4,8,3,1,1,7,0,24,31
min-max-int-1_pma,2,4,23,1,12,15,4,1,1,2,0,36,16383
any-char,4,1,7,1,1,4,3,2,1,12,0,5,-0.5
scatter-23-bytes,14,7,71,1,48,52,4,2,1,4,0,109,2147483647
convert-char2-uchar2,1,1,3,1,0,2,2,1,1,14,0,2,0
mul_hi-uint,2,4,12,1,7,10,4,1,1,12,0,19,255
bitselect-char8,4,4,33,1,16,20,4,1,1,14,0,48,65535
add_sat-ushort4,3,4,14,1,6,9,4,1,2,8,0,24,2047
add_sat-ushort3,6,3,17,1,6,10,4,2,1,8,0,22,63
add_sat-ushort2,3,3,9,1,3,6,4,1,1,8,0,12,15
bitselect-char3,5,2,20,1,8,12,4,1,1,15,0,24,31
bitselect-char2,4,2,12,1,4,8,4,1,1,14,0,12,1
bitselect-char4,4,2,19,1,8,12,4,1,1,14,0,24,63
add_sat-ushort8,3,8,24,1,12,15,4,1,1,12,0,48,33554431
convert-short-float,1,1,4,1,1,3,3,1,1,8,0,3,0
masked_store_splat_iv_compare,5,4,33,2,19,27,4,1,1,12,0,54,4194303
outer_loop_acc_double-i16,2,1,7,3,3,10,5,1,1,2,0,6,0
convert-short2-float2_rtz,1,2,5,1,2,4,3,1,1,8,0,5,1
pma_acopy_2D4_short,2,8,19,1,8,10,3,1,1,12,0,32,16383
fp_inv-vec8-manual,2,8,19,1,8,10,3,1,1,4,8,32,16383
convert-float-short_sat,6,4,18,1,10,12,5,1,1,12,0,26,511
convert-short2-float2_rtn,1,2,5,1,2,4,3,1,1,14,0,5,1
rshift_sat_h_uu,2,4,15,1,4,7,3,1,1,12,0,20,63
any-short8,4,4,17,1,8,11,9,2,1,14,0,21,31
convert-short2-float2_rte,1,2,5,1,2,4,3,1,1,14,0,5,1
convert-char16-float16,2,16,44,1,32,35,5,2,1,12,0,72,536870911
any-short4,4,2,11,1,4,7,5,2,1,12,0,11,1
any-short3,4,2,10,1,3,6,4,2,1,12,0,9,0
any-short2,4,1,8,1,2,5,4,2,1,12,0,6,-0.5
sub_sat-short,4,3,11,1,4,7,4,1,1,7,0,14,15
iv_use_i32,2,8,20,2,9,12,3,1,1,6,0,33,16383
rhadd-uint,4,3,15,1,8,11,6,1,1,8,0,19,31
abs_diff-char,2,1,6,1,1,4,3,1,1,10,0,5,0
isless-float8,2,8,35,1,16,19,4,1,1,12,0,48,16383
isless-float3,2,3,15,1,6,9,4,1,1,3,0,18,15
isless-float2,2,2,11,1,4,7,4,1,1,8,0,12,3
memnum_pma,2,8,27,1,8,11,3,1,1,7,0,40,16383
isless-float4,2,4,19,1,8,11,4,1,1,3,0,24,63
select-short,3,1,9,1,2,6,4,1,1,3,0,8,0
convert-char3-ushort3,1,2,6,1,2,4,3,1,1,7,0,6,1
min-uchar2,2,2,7,1,2,5,3,1,1,12,0,8,3
radians-float8,2,8,19,1,8,10,3,1,1,8,0,32,16383
add-non-splat-imm-1d-char16_pma,9,8,26,1,8,10,3,1,1,0,0,32,127
radians-float4,2,4,11,1,4,6,3,1,1,3,0,16,63
radians-float3,2,3,9,1,3,5,3,1,1,12,0,12,15
radians-float2,2,2,7,1,2,4,3,1,1,12,0,8,3
convert-char-float_rte,1,1,5,1,2,4,4,1,1,12,0,4,0
isnotequal-float,2,1,6,1,1,4,3,1,1,12,0,5,0
max-int16,4,8,54,1,16,22,3,2,1,5,0,80,134217727
convert-float2-int2,1,2,6,1,2,4,3,1,1,3,0,6,1
convert-float8-short8_sat,6,8,95,1,80,82,5,1,2,5,0,208,2147483647
step-float,3,2,9,1,3,6,4,1,1,15,0,10,3
convert-char-float_rtp,1,1,5,1,2,4,4,1,1,8,0,4,0
clamp-int4_scalar,3,4,18,1,8,12,4,1,1,7,0,26,511
convert-char-float_rtz,1,1,5,1,2,4,4,1,1,3,0,4,0
clamp-short16_scalar,3,16,46,1,32,36,4,1,1,10,0,90,2147483647
convert-float3-ushort3,1,3,8,1,3,5,3,1,1,12,0,9,3
convert-float16-uchar16_rtz,2,8,35,1,16,19,3,1,1,8,0,48,16383
cross_loops_accumulation_add,3,8,28,4,12,20,7,1,1,7,0,36,511
i16-acc-abs_diff-uchar-y-1op,2,1,6,2,1,5,3,1,1,1,0,5,0
convert-float16-uchar16_rtp,2,8,35,1,16,19,3,1,1,3,0,48,16383
convert-float16-uchar16_rtn,2,8,35,1,16,19,3,1,1,12,0,48,16383
convert-float16-uchar16_rte,2,8,35,1,16,19,3,1,1,5,0,48,16383
convert-uchar2-char2,1,1,3,1,0,2,2,1,1,8,0,2,0
pos-abs-add-short_pma,2,4,31,1,20,23,4,1,1,0,0,44,16383
smoothstep_scalar-float4,5,5,45,1,33,37,8,1,1,100,4,64,1048575
smoothstep_scalar-float2,5,3,27,1,17,21,8,1,1,12,2,34,255
add_rshift_sat_h_uu,3,2,10,1,2,6,3,1,1,2,0,12,7
smoothstep_scalar-float8,5,9,81,1,65,69,8,1,1,100,8,124,2147483647
clamp-uint_scalar,3,1,9,1,2,6,4,1,1,8,0,8,0
convert-float8-char8_rtz,1,8,18,1,8,10,3,1,1,8,0,24,127
convert-ushort-float,1,1,4,1,1,3,3,1,1,8,0,3,0
racc-char16_pma,1,8,17,2,7,13,5,1,1,0,0,23,127
convert-char8-uint8,3,4,16,1,8,10,3,1,1,8,0,28,8191
atan-mul-float,2,1,6,1,1,4,3,1,1,8,1,5,0
sub_sat-char4,4,4,37,1,28,31,5,1,2,8,0,72,2147483647
scatter-with-bounds-short,2,1,5,1,0,3,2,1,1,0,0,4,0
racc-int8_pma,1,8,18,2,8,11,6,1,1,2,0,24,127
sub_sat-char3,6,4,34,1,23,27,5,2,2,8,0,58,33554431
mul_hi-uint4,2,4,39,1,28,31,4,1,1,8,0,76,2147483647
convert-uint8-ushort8,1,8,10,1,0,2,2,1,1,8,0,16,127
convert-float4-ushort4_rtn,1,4,10,1,4,6,3,1,1,8,0,12,7
convert-float4-ushort4_rte,1,4,10,1,4,6,3,1,1,13,0,12,7
convert-float8-char8_sat,6,8,95,1,80,82,5,1,2,12,0,208,2147483647
convert-char-short,1,1,4,1,1,3,3,1,1,12,0,3,0
native_exp-float3,2,3,9,1,3,5,3,1,1,3,3,12,15
convert-ushort8-float8_rtz,1,4,14,1,8,10,3,1,1,8,0,20,127
native_exp-float4,2,4,11,1,4,6,3,1,1,8,4,16,63
convert-float4-ushort4_rtz,1,4,10,1,4,6,3,1,1,8,0,12,7
add-interlace-1d-char_pma,3,8,44,1,32,34,4,1,2,2,0,88,2147483647
native_exp-float8,2,8,19,1,8,10,3,1,1,12,8,32,16383
convert-float4-ushort4_rtp,1,4,10,1,4,6,3,1,1,8,0,12,7
abs_diff-int8,2,8,27,1,8,11,3,1,1,12,0,40,16383
mad_sat-char,6,3,16,1,6,10,6,1,1,12,0,17,3
abs_diff-int3,2,3,12,1,3,6,3,1,1,12,0,15,15
abs_diff-int2,2,2,9,1,2,5,3,1,1,14,0,10,3
abs_diff-int4,2,4,15,1,4,7,3,1,1,8,0,20,63
mul_hi-short,2,1,6,1,1,4,3,1,1,12,0,5,0
add_rshift_sat_pos_b_ii,3,2,10,1,2,6,3,1,1,8,0,12,7
cmp-basic-use-1_pma,3,16,44,1,24,27,4,1,1,8,0,80,2147483647
shl-const-non-imm-mask-short-wide-2_pma,2,16,27,1,16,18,3,1,1,3,0,56,1073741823
mul_hi-ushort4,2,2,11,1,4,7,3,1,2,14,0,16,63
bitselect-short,4,2,12,1,4,8,4,1,1,7,0,12,1
mul_hi-ushort2,2,2,7,1,2,5,3,1,1,13,0,8,3
mul_hi-ushort3,4,2,12,1,3,7,3,2,1,3,0,14,7
mul_hi-ushort8,2,4,19,1,8,11,3,1,2,14,0,32,16383
convert-ushort2-short2,1,1,3,1,0,2,2,1,1,14,0,2,0
a-plus-b-wide,4,8,54,1,16,22,3,2,1,15,0,80,134217727
convert-uchar3-float3_rtz,1,2,7,1,3,5,3,1,1,14,0,8,3
add_sat-char2,4,4,21,1,14,17,5,1,2,3,0,36,65535
add_sat-char3,6,4,34,1,23,27,5,2,2,14,0,58,33554431
convert-uchar3-float3_rtp,1,2,7,1,3,5,3,1,1,14,0,8,3
add_sat-char4,4,4,37,1,28,31,5,1,2,14,0,72,2147483647
convert-uchar3-float3_rtn,1,2,7,1,3,5,3,1,1,12,0,8,3
convert-char4-uint4,3,2,10,1,4,6,3,1,2,8,0,14,31
iters-for-sink-hoist_pma,3,5,15,1,5,9,3,2,1,3,0,20,63
convert-uchar3-float3_rte,1,2,7,1,3,5,3,1,1,8,0,8,3
scaleWarp_RTAssert,18,12,125,3,92,105,17,1,1,100,0,222,2147483647
all-int,2,1,5,1,1,3,3,1,1,9,0,4,0
sub_sat-short16,4,16,77,1,56,59,4,1,1,0,0,192,2147483647
any-int,2,1,5,1,1,3,3,1,1,8,0,4,0
vec_step-uint16,1,1,3,1,0,2,2,1,1,15,0,2,0
racc-char4_pma,1,2,5,2,1,4,3,1,1,12,0,5,1
rotate-ushort8,2,4,27,1,16,19,4,1,1,14,0,40,16383
convert-uint16-float16,2,8,36,1,16,20,3,2,1,8,0,48,8191
rotate-ushort4,2,2,15,1,8,11,4,1,1,8,0,20,63
linearize_vec2,8,2,29,1,16,19,7,1,2,10,0,44,65535
rotate-ushort2,2,2,9,1,4,7,4,1,1,12,0,10,3
sub-transformations-none-none-sat-uint-1_pma,2,8,35,1,16,19,4,1,1,3,0,56,4194303
convert-float4-uchar4,1,4,10,1,4,6,3,1,1,15,0,12,7
convert-char8-float8,2,8,23,1,16,18,5,1,1,14,0,36,16383
mul_hi-uchar,4,2,11,1,4,7,5,1,1,8,0,11,1
outer_loop_acc_simple,2,1,6,3,2,7,4,1,1,8,0,5,0
cmp-basic-float8_pma,2,8,19,1,8,10,3,1,1,7,0,32,16383
imageWarp,12,12,132,2,98,110,12,1,1,7,0,228,2147483647
convert-float-char_rtz,1,1,4,1,1,3,3,1,1,15,0,3,0
mad_sat-ushort16,4,16,61,1,32,36,4,1,1,7,0,120,2147483647
convert-float-char_rtp,1,1,4,1,1,3,3,1,1,8,0,3,0
clamp-char3_scalar,5,3,20,1,10,15,5,2,1,0,0,24,31
convert-float-char_rtn,1,1,4,1,1,3,3,1,1,14,0,3,0
min_max_u16_one_instr,2,2,11,1,4,7,3,1,2,8,0,16,63
iv-modulo-2,3,2,8,2,3,6,4,1,1,7,0,8,1
clamp-short8,3,4,32,1,16,20,4,1,1,8,0,52,2097151
clamp-short4,3,2,18,1,8,12,4,1,2,12,0,26,511
add-transformations-abs-pos-sat-char-1_pma,3,16,100,1,80,83,8,1,1,7,0,168,2147483647
clamp-short2,3,2,11,1,4,8,4,1,1,8,0,13,7
reduce-blur-horizontal,5,8,46,1,24,27,6,1,1,3,0,80,2147483647
