Test,n_sources,max_out_degree,n_nodes,max_instances,n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges,n_cycles
add-non-splat-non-imm-1d-int2_pma,3,2,8,1,2,4,3,1,1,11,0,8,0.5
native_log10-float4,2,4,15,1,8,10,4,1,1,0,8,20,16
native_log10-float3,2,3,12,1,6,8,4,1,1,0,6,15,4
native_log10-float2,2,2,9,1,4,6,4,1,1,0,4,10,1
convert-char3-float3_rte,2,4,12,1,7,9,5,1,1,0,0,16,8
abs-diff-int,2,8,27,1,8,11,3,1,1,11,0,40,4096
convert-uchar8-float8_rte,1,4,14,1,8,10,3,1,1,0,0,20,32
gather-dynamic-mixed-bounds,1,1,5,1,0,3,4,1,1,15,0,4,0.25
all-int8,2,8,19,1,8,10,9,1,1,10,0,25,32
fp_to_ushort,1,1,4,1,1,3,3,1,1,0,0,3,0.25
all-int2,2,2,7,1,2,4,4,1,1,1,0,7,0.5
convert-uchar8-float8_rtp,1,4,14,1,8,10,3,1,1,12,0,20,32
all-int4,2,4,11,1,4,6,5,1,1,0,0,13,2
convert-float4-char4_sat_rtp,6,4,51,1,40,42,5,1,2,10,0,104,4.5036E+15
convert-float8-ushort8,1,8,18,1,8,10,3,1,1,10,0,24,32
convert-float4-char4_sat_rtz,6,4,51,1,40,42,5,1,2,10,0,104,4.5036E+15
gather-char,1,8,19,1,0,3,4,1,1,12,0,32,4096
vec_step-int16,1,1,3,1,0,2,2,1,1,1,0,2,0.25
hsub_uchar8,2,4,15,1,4,7,3,1,1,1,0,20,16
convert-float4-char4_sat_rte,6,4,51,1,40,42,5,1,2,10,0,104,4.5036E+15
log2-float2,1,2,6,1,2,4,3,1,1,10,2,6,0.5
log2-float3,1,3,8,1,3,5,3,1,1,15,3,9,1
log2-float4,1,4,10,1,4,6,3,1,1,14,4,12,2
convert-char3-float3_rtn,2,4,12,1,7,9,5,1,1,3,0,16,8
convert-float4-char4_sat_rtn,6,4,51,1,40,42,5,1,2,3,0,104,4.5036E+15
add_rshift_sat_pos_h_ii,3,4,16,1,4,8,3,1,1,2,0,24,128
hadd-char16,3,8,36,1,16,19,4,1,1,3,0,56,524288
rhadd-char16,3,8,44,1,24,27,4,1,1,3,0,64,524288
convert-ushort4-float4,1,2,8,1,4,6,3,1,1,3,0,10,2
native_log-float3,2,3,12,1,6,8,4,1,1,8,6,15,4
pma_acopy_2D4_deprecatedAPI,2,8,19,1,8,10,3,1,1,12,0,32,4096
add_rshift_sat_pos_h_iu,3,2,10,1,2,6,3,1,1,1,0,12,2
convert-uint-char,1,1,3,1,0,2,2,1,1,1,0,2,0.25
native_tan-float2,2,4,11,1,6,8,4,1,1,100,6,16,16
tBuff-ttl,2,8,19,1,8,10,3,1,1,0,0,32,4096
all-char,4,1,7,1,1,4,3,2,1,1,0,5,0.125
bitselect-float,4,2,12,1,4,8,4,1,1,14,0,12,0.5
convert-int4-short4,1,4,6,1,0,2,2,1,1,3,0,8,2
convert-char16-ushort16,1,8,18,1,8,10,3,1,1,3,0,24,32
mad_hi-short8,3,4,28,1,12,16,4,1,1,3,0,44,32768
mad_hi-short4,3,2,16,1,6,10,4,1,1,8,0,22,32
convert-float2-int2_sat_rtn,6,4,27,1,18,20,4,1,2,1,0,50,4194304
mad_hi-short2,3,2,10,1,3,7,4,1,1,15,0,11,1
mad_hi-short3,3,2,15,1,5,9,4,1,1,3,0,19,8
degrees-float2,2,2,7,1,2,4,3,1,1,0,0,8,1
degrees-float3,2,3,9,1,3,5,3,1,1,3,0,12,4
degrees-float4,2,4,11,1,4,6,3,1,1,3,0,16,16
upsample-uchar8,3,4,24,1,12,15,4,1,1,3,0,32,128
degrees-float8,2,8,19,1,8,10,3,1,1,3,0,32,4096
upsample-uchar4,3,2,14,1,6,9,4,1,1,3,0,16,2
shl-basic-short-1_pma,2,8,19,1,8,10,3,1,1,14,0,32,4096
upsample-uchar2,3,1,9,1,3,6,4,1,1,15,0,8,0.25
upsample-uchar3,4,2,13,1,4,7,4,1,1,15,0,14,1
build-vector-shuffle-short16_pma,2,7,11,1,0,3,2,1,1,9,0,16,16
fabs-float2,1,2,6,1,2,4,3,1,1,15,0,6,0.5
fabs-float3,1,3,8,1,3,5,3,1,1,15,0,9,1
fabs-float4,1,4,10,1,4,6,3,1,1,14,0,12,2
add_low_rshift_sat_pos_b_iu,3,4,16,1,4,8,3,1,1,12,0,24,128
fabs-float8,1,8,18,1,8,10,3,1,1,3,0,24,32
vec_step-float16,1,1,3,1,0,2,2,1,1,1,0,2,0.25
convert-char3-float3_rtz,2,4,12,1,7,9,5,1,1,8,0,16,8
or_combine,4,8,25,1,12,15,3,1,1,0,0,44,262144
maxpool2,2,8,43,1,24,27,5,1,1,1,0,64,1048576
add-non-splat-imm-1d-int4_pma,4,4,12,1,3,5,2,1,1,0,0,14,2
step-float4,3,8,24,1,12,15,4,1,1,1,0,40,32768
step-float2,3,4,14,1,6,9,4,1,1,1,0,20,32
step-float3,3,6,19,1,9,12,4,1,1,1,0,30,1024
add-interlace-1d-int_pma,3,4,16,1,8,10,3,1,1,1,0,28,2048
convert-float16-uchar16,2,8,35,1,16,19,3,1,1,15,0,48,4096
step-float8,3,16,44,1,24,27,4,1,1,15,0,80,34359738368
max-uint4,2,4,15,1,4,7,3,1,1,1,0,20,16
clamp-uint3_scalar,3,3,15,1,6,10,4,1,1,1,0,20,16
max-uint2,2,2,9,1,2,5,3,1,1,1,0,10,1
max-uint3,2,3,12,1,3,6,3,1,1,1,0,15,4
max-uint8,2,8,27,1,8,11,3,1,1,9,0,40,4096
add-transformations-abs-abs-halve-char-1_pma,2,8,59,1,40,43,5,1,1,2,0,72,4096
convert-uint2-float2_rtp,7,2,28,1,18,20,6,1,2,1,0,42,8192
convert-uint2-float2_rtz,7,2,28,1,18,20,6,1,2,1,0,42,8192
a-plus-b,2,8,27,1,8,11,3,1,1,2,0,40,4096
convert-uint2-float2_rte,1,2,6,1,2,4,3,1,1,15,0,6,0.5
mul-exp2-float,2,1,6,1,1,4,3,1,1,1,1,5,0.25
convert-uint2-float2_rtn,7,2,28,1,18,20,6,1,2,0,0,42,8192
mul_hi-uchar16,3,8,36,1,16,19,4,1,1,15,0,56,524288
convert-uint2-uchar2,1,2,4,1,0,2,2,1,1,0,0,4,0.5
hadd-short16,2,8,27,1,8,11,3,1,1,15,0,40,4096
sqrt-mul-float,2,1,6,1,1,4,3,1,1,15,1,5,0.25
convert-float8-char8_sat_rtz,6,8,95,1,80,82,5,1,2,3,0,208,5.1923E+33
abs_diff-char8,2,4,15,1,4,7,3,1,1,3,0,20,16
convert-float8-char8_sat_rte,6,8,95,1,80,82,5,1,2,0,0,208,5.1923E+33
rotate-int,2,2,9,1,4,7,4,1,1,8,0,10,1
assert_fail,2,8,19,1,8,10,3,1,1,100,0,32,4096
convert-float8-char8_sat_rtn,6,8,95,1,80,82,5,1,2,3,0,208,5.1923E+33
max-char3,4,2,16,1,7,11,4,2,1,14,0,18,2
convert-float-int_sat_rte,6,4,17,1,9,11,4,1,1,0,0,25,128
select-char16,3,8,68,1,40,44,4,1,1,0,0,112,8.79609E+12
convert-float-int_sat_rtn,6,4,17,1,9,11,4,1,1,1,0,25,128
convert-float-int_sat_rtp,6,4,17,1,9,11,4,1,1,15,0,25,128
convert-float-int_sat_rtz,6,4,17,1,9,11,4,1,1,3,0,25,128
convert-char8-ushort8,1,4,10,1,4,6,3,1,1,0,0,12,2
min-int,2,1,6,1,1,4,3,1,1,1,0,5,0.25
bilinear-upsample-general-pma,2,4,12,1,6,9,4,2,1,12,0,16,8
convert-uint16-short16,2,8,19,1,0,3,2,1,1,8,0,32,4096
sqrt-float8,1,8,18,1,8,10,3,1,1,14,8,24,32
sqrt-float2,1,2,6,1,2,4,3,1,1,15,2,6,0.5
sqrt-float3,1,3,8,1,3,5,3,1,1,15,3,9,1
mad_hi-short,3,1,9,1,2,6,4,1,1,0,0,8,0.25
sqrt-float4,1,4,10,1,4,6,3,1,1,1,4,12,2
i16-acc-reduce_add,2,1,6,2,1,5,3,1,1,0,0,5,0.25
convert-ushort-uchar,1,1,3,1,0,2,2,1,1,12,0,2,0.25
mul-sinpi-float4,2,4,15,1,4,7,3,1,1,1,4,20,16
abs-char4,1,2,6,1,2,4,3,1,1,0,0,6,0.5
clamp-char2,3,2,14,1,7,11,5,1,1,15,0,16,2
abs-char2,1,1,4,1,1,3,3,1,1,14,0,3,0.25
abs-char3,3,2,10,1,4,7,4,2,1,8,0,9,0.25
clamp-char8,3,4,44,1,28,32,5,1,1,0,0,64,524288
abs-char8,1,4,10,1,4,6,3,1,1,1,0,12,2
isequal-float8,2,8,35,1,16,19,4,1,1,1,0,48,4096
convert-uint8-float8,1,8,18,1,8,10,3,1,1,8,0,24,32
sub_sat-uint16,4,8,70,1,32,38,4,2,1,14,0,112,2.19902E+12
clamp-char3,5,2,24,1,12,17,5,2,1,0,0,28,8
clamp-char4,3,2,24,1,14,18,5,1,1,1,0,32,128
convert-short16-int16,1,8,27,1,16,19,3,2,1,1,0,40,4096
load-store-bound-2,2,8,19,1,8,10,3,1,1,100,0,32,4096
convert-float2-uint2_sat,3,4,24,1,18,20,4,1,2,1,0,46,2097152
load-store-bound-3,2,8,36,1,16,20,3,2,2,0,0,64,134217728
min_scalar-float8,2,8,20,1,8,11,3,1,1,12,0,33,4096
mul-basic-uint-1_pma,2,8,43,1,24,27,3,1,1,0,0,88,1.75922E+13
cmp-basic-char-1_pma,2,8,19,1,8,10,3,1,1,1,0,32,4096
max_scalar-float8,2,8,20,1,8,11,3,1,1,1,0,33,4096
vec_step-char16,1,1,3,1,0,2,2,1,1,8,0,2,0.25
addpool3,3,6,38,1,16,20,9,1,2,4,0,68,536870912
rhadd-short,3,1,9,1,3,6,4,1,1,0,0,8,0.25
convert-short4-float4,1,2,8,1,4,6,3,1,1,8,0,10,2
convert-short3-int3,1,2,7,1,3,5,3,1,1,8,0,8,1
max-char4,2,2,15,1,8,11,4,1,1,14,0,20,16
convert-ushort8-float8_rtn,1,4,14,1,8,10,3,1,1,15,0,20,32
convert-ushort8-float8_rte,1,4,14,1,8,10,3,1,1,8,0,20,32
vec_step-uint4,1,1,3,1,0,2,2,1,1,8,0,2,0.25
min_max_i8_one_instr,2,2,15,1,8,11,4,1,1,0,0,20,16
vec_step-uint2,1,1,3,1,0,2,2,1,1,15,0,2,0.25
vec_step-uint3,1,1,3,1,0,2,2,1,1,15,0,2,0.25
convert-uint2-char2,1,2,4,1,0,2,2,1,1,1,0,4,0.5
convert-ushort8-float8_rtp,1,4,14,1,8,10,3,1,1,15,0,20,32
vec_step-uint8,1,1,3,1,0,2,2,1,1,15,0,2,0.25
convert-float4-int4_sat_rtp,6,4,47,1,36,38,4,1,2,1,0,100,4.5036E+15
convert-uchar16-uint16,4,8,22,1,8,13,3,3,1,8,0,26,8
rotate-ushort16,2,8,51,1,32,35,4,1,1,15,0,80,268435456
mad_sat-uint3,4,7,62,1,48,52,6,1,1,1,0,126,9.22337E+18
convert-float4-int4_sat_rtz,6,4,47,1,36,38,4,1,2,1,0,100,4.5036E+15
mad_sat-uint4,4,8,81,1,64,68,6,1,1,5,0,168,7.73713E+25
reduce-blur-split,2,8,29,1,18,20,6,1,1,0,0,44,16384
convert-float4-int4_sat_rte,6,4,47,1,36,38,4,1,2,3,0,100,4.5036E+15
sub_sat-uchar8,2,4,31,1,20,23,5,1,2,15,0,52,1048576
sub_sat-uchar4,2,2,17,1,10,13,5,1,2,14,0,26,256
sub_sat-uchar3,4,2,18,1,9,13,4,2,1,1,0,23,16
convert-float4-int4_sat_rtn,6,4,47,1,36,38,4,1,2,15,0,100,4.5036E+15
fabs-float16,2,8,36,1,16,20,3,2,1,1,0,48,2048
convert-float-uint_rtz,1,1,4,1,1,3,3,1,1,1,0,3,0.25
bitselect-short3,5,2,20,1,8,12,4,1,1,8,0,24,8
convert-float-uint_rtp,1,1,4,1,1,3,3,1,1,14,0,3,0.25
convert-float-uint_rtn,1,1,4,1,1,3,3,1,1,0,0,3,0.25
i16-acc-and,2,1,5,2,1,4,3,1,1,14,0,4,0.25
store-7-bytes,7,3,20,1,9,11,3,1,1,1,2,25,16
convert-float-uint_rte,1,1,4,1,1,3,3,1,1,1,0,3,0.25
isless-float16,4,8,70,1,32,38,4,2,1,14,0,96,33554432
hsub_ushort16,2,8,27,1,8,11,3,1,1,0,0,40,4096
convert-char4-int4,3,2,10,1,4,6,3,1,2,1,0,14,8
missing_wait_1,2,8,19,1,8,10,3,1,1,5,0,32,4096
hadd-uint4,2,4,15,1,4,7,3,1,1,1,0,20,16
convert-uint2-int2,1,2,4,1,0,2,2,1,1,8,0,4,0.5
convert-float-uchar_rtn,1,1,4,1,1,3,3,1,1,1,0,3,0.25
hadd-uint2,2,2,9,1,2,5,3,1,1,0,0,10,1
hadd-uint3,2,3,12,1,3,6,3,1,1,1,0,15,4
dot-float2,2,2,10,1,3,6,4,1,1,12,0,11,1
hadd-uint8,2,8,27,1,8,11,3,1,1,1,0,40,4096
convert-float-uchar_rte,1,1,4,1,1,3,3,1,1,0,0,3,0.25
convert-float-uchar_rtz,1,1,4,1,1,3,3,1,1,0,0,3,0.25
convert-float-uchar_rtp,1,1,4,1,1,3,3,1,1,1,0,3,0.25
fp2uint_ceil_with_shift,2,8,19,1,8,10,3,1,1,11,0,32,4096
convert-float4-uint4,1,4,10,1,4,6,3,1,1,100,0,12,2
convert-char16-float16_rtp,2,16,44,1,32,35,5,2,1,1,0,72,134217728
convert-char16-float16_rtz,2,16,44,1,32,35,5,2,1,8,0,72,134217728
sub_reduce_type_zext,7,4,26,1,10,14,5,2,1,3,0,35,256
abs-char,1,1,5,1,2,4,4,1,1,0,0,4,0.25
iv-select-acc-lt-idx-outerLoop-ver2,2,1,6,3,2,8,4,1,1,0,0,5,0.25
sub-1d-int,2,8,19,1,8,10,3,1,1,1,0,32,4096
convert-char16-float16_rte,2,16,44,1,32,35,5,2,1,15,0,72,134217728
select-uchar,4,1,11,1,3,7,5,1,1,0,0,10,0.25
verification-api-2-negative-pma,2,8,19,1,8,10,3,1,1,1,0,32,4096
convert-char16-float16_rtn,2,16,44,1,32,35,5,2,1,3,0,72,134217728
convert-int8-uint8,1,8,10,1,0,2,2,1,1,1,0,16,32
racc-short2_pma,1,1,4,2,1,4,3,1,1,1,0,3,0.25
add-transformations-none-none-halve-char-1_pma,3,8,36,1,16,19,4,1,1,2,0,56,524288
convert-uint4-ushort4,1,4,6,1,0,2,2,1,1,1,0,8,2
rhadd-ushort8,3,8,28,1,16,19,4,1,1,15,0,48,524288
min-float4,2,4,15,1,4,7,3,1,1,15,0,20,16
convert-uchar4-char4,1,1,3,1,0,2,2,1,1,14,0,2,0.25
convert-float8-uchar8,1,8,18,1,8,10,3,1,1,1,0,24,32
rhadd-ushort2,3,2,10,1,4,7,4,1,1,1,0,12,2
rhadd-ushort3,3,3,14,1,6,9,4,1,1,1,0,19,16
convert-float3-short3_rtn,1,3,8,1,3,5,3,1,1,3,0,9,1
mad_sat-char16,7,16,112,1,80,84,6,1,1,0,0,200,1.54743E+26
convert-float8-int8,1,8,18,1,8,10,3,1,1,12,0,24,32
iv-select-acc-lt-idx-innerLoop-ver2-i16,2,2,7,3,3,8,4,1,1,1,0,7,0.5
isless-float,2,1,6,1,1,4,3,1,1,15,0,5,0.25
mesw-10263_pma,7,8,43,1,16,22,3,2,1,1,0,68,16777216
pma_acopy_3D2_ushort,2,8,19,1,8,10,3,1,1,15,0,32,4096
convert-short8-int8,1,4,14,1,8,10,3,1,1,0,0,20,32
convert-uchar2-short2,1,1,4,1,1,3,3,1,1,0,0,3,0.25
convert-char4-float4,2,4,13,1,8,10,5,1,1,15,0,18,16
convert-float4-char4,1,4,10,1,4,6,3,1,1,15,0,12,2
convert-int8-uchar8,1,8,10,1,0,2,2,1,1,0,0,16,32
convert-int8-ushort8,1,8,10,1,0,2,2,1,1,14,0,16,32
exp2-float8,1,8,18,1,8,10,3,1,1,1,8,24,32
sub_sat-ushort16,2,8,43,1,24,27,4,1,1,1,0,80,68719476736
exp2-float4,1,4,10,1,4,6,3,1,1,1,4,12,2
exp2-float3,1,3,8,1,3,5,3,1,1,1,3,9,1
exp2-float2,1,2,6,1,2,4,3,1,1,1,2,6,0.5
add_sat-char16,4,16,133,1,112,115,5,1,2,100,0,288,2.2836E+46
dot-float,2,1,6,1,1,4,3,1,1,8,0,5,0.25
fillColorsChannelImage_part1_ver2,10,4,58,1,40,44,9,1,2,0,0,100,2.19902E+12
clamp-int8,3,8,44,1,16,20,4,1,1,15,0,64,524288
clamp-int4,3,4,24,1,8,12,4,1,1,14,0,32,128
clamp-int3,3,3,19,1,6,10,4,1,1,1,0,24,16
clamp-int2,3,2,14,1,4,8,4,1,1,14,0,16,2
select-uint3,3,3,22,1,9,13,4,1,2,0,0,36,8192
select-uint2,3,2,16,1,6,10,4,1,2,8,0,24,128
convert-char3-short3,1,2,6,1,2,4,3,1,1,15,0,6,0.5
bitselect-uint,4,2,12,1,4,8,4,1,1,15,0,12,0.5
select-uint4,3,4,28,1,12,16,4,1,2,0,0,48,524288
select-uint8,3,8,52,1,24,28,4,1,2,3,0,96,8.79609E+12
add_low_rshift_sat_pos_b_uu,3,2,10,1,2,6,3,1,1,0,0,12,2
bitselect-short4,4,2,19,1,8,12,4,1,1,1,0,24,16
convert-float3-short3_rtp,1,3,8,1,3,5,3,1,1,1,0,9,1
convert-float2-int2_rtz,1,2,6,1,2,4,3,1,1,0,0,6,0.5
min-int4,2,4,15,1,4,7,3,1,1,8,0,20,16
convert-uchar3-ushort3,1,2,4,1,0,2,2,1,1,8,0,4,0.5
rhadd-uchar16,3,8,36,1,16,19,4,1,1,5,0,56,524288
min-int2,2,2,9,1,2,5,3,1,1,0,0,10,1
min-int3,2,3,12,1,3,6,3,1,1,0,0,15,4
min-int8,2,8,27,1,8,11,3,1,1,8,0,40,4096
convert-float2-int2_rtn,1,2,6,1,2,4,3,1,1,0,0,6,0.5
convert-ushort-char,1,1,3,1,0,2,2,1,1,14,0,2,0.25
fp_mad-imm,7,4,20,1,4,8,3,1,1,14,0,24,8
min-max-int-1_pma,2,4,23,1,12,15,4,1,1,11,0,36,4096
any-char,4,1,7,1,1,4,3,2,1,0,0,5,0.125
scatter-23-bytes,14,7,71,1,48,52,4,2,1,2,0,109,1.37439E+11
convert-char2-uchar2,1,1,3,1,0,2,2,1,1,8,0,2,0.25
mul_hi-uint,2,4,12,1,7,10,4,1,1,0,0,19,64
bitselect-char8,4,4,33,1,16,20,4,1,1,8,0,48,16384
add_sat-ushort4,3,4,14,1,6,9,4,1,2,1,0,24,512
add_sat-ushort3,6,3,17,1,6,10,4,2,1,1,0,22,16
add_sat-ushort2,3,3,9,1,3,6,4,1,1,1,0,12,4
bitselect-char3,5,2,20,1,8,12,4,1,1,12,0,24,8
bitselect-char2,4,2,12,1,4,8,4,1,1,8,0,12,0.5
bitselect-char4,4,2,19,1,8,12,4,1,1,8,0,24,16
add_sat-ushort8,3,8,24,1,12,15,4,1,1,0,0,48,8388608
convert-short-float,1,1,4,1,1,3,3,1,1,1,0,3,0.25
masked_store_splat_iv_compare,5,4,33,2,19,27,4,1,1,0,0,54,1048576
outer_loop_acc_double-i16,2,1,7,3,3,10,5,1,1,11,0,6,0.25
convert-short2-float2_rtz,1,2,5,1,2,4,3,1,1,1,0,5,0.5
pma_acopy_2D4_short,2,8,19,1,8,10,3,1,1,0,0,32,4096
fp_inv-vec8-manual,2,8,19,1,8,10,3,1,1,2,8,32,4096
convert-float-short_sat,6,4,18,1,10,12,5,1,1,0,0,26,128
convert-short2-float2_rtn,1,2,5,1,2,4,3,1,1,8,0,5,0.5
rshift_sat_h_uu,2,4,15,1,4,7,3,1,1,0,0,20,16
any-short8,4,4,17,1,8,11,9,2,1,8,0,21,8
convert-short2-float2_rte,1,2,5,1,2,4,3,1,1,8,0,5,0.5
convert-char16-float16,2,16,44,1,32,35,5,2,1,0,0,72,134217728
any-short4,4,2,11,1,4,7,5,2,1,0,0,11,0.5
any-short3,4,2,10,1,3,6,4,2,1,0,0,9,0.25
any-short2,4,1,8,1,2,5,4,2,1,0,0,6,0.125
sub_sat-short,4,3,11,1,4,7,4,1,1,14,0,14,4
iv_use_i32,2,8,20,2,9,12,3,1,1,10,0,33,4096
rhadd-uint,4,3,15,1,8,11,6,1,1,1,0,19,8
abs_diff-char,2,1,6,1,1,4,3,1,1,9,0,5,0.25
isless-float8,2,8,35,1,16,19,4,1,1,0,0,48,4096
isless-float3,2,3,15,1,6,9,4,1,1,15,0,18,4
isless-float2,2,2,11,1,4,7,4,1,1,1,0,12,1
memnum_pma,2,8,27,1,8,11,3,1,1,14,0,40,4096
isless-float4,2,4,19,1,8,11,4,1,1,15,0,24,16
select-short,3,1,9,1,2,6,4,1,1,15,0,8,0.25
convert-char3-ushort3,1,2,6,1,2,4,3,1,1,14,0,6,0.5
min-uchar2,2,2,7,1,2,5,3,1,1,0,0,8,1
radians-float8,2,8,19,1,8,10,3,1,1,1,0,32,4096
add-non-splat-imm-1d-char16_pma,9,8,26,1,8,10,3,1,1,3,0,32,32
radians-float4,2,4,11,1,4,6,3,1,1,15,0,16,16
radians-float3,2,3,9,1,3,5,3,1,1,0,0,12,4
radians-float2,2,2,7,1,2,4,3,1,1,0,0,8,1
convert-char-float_rte,1,1,5,1,2,4,4,1,1,0,0,4,0.25
isnotequal-float,2,1,6,1,1,4,3,1,1,0,0,5,0.25
max-int16,4,8,54,1,16,22,3,2,1,6,0,80,33554432
convert-float2-int2,1,2,6,1,2,4,3,1,1,15,0,6,0.5
convert-float8-short8_sat,6,8,95,1,80,82,5,1,2,6,0,208,5.1923E+33
step-float,3,2,9,1,3,6,4,1,1,12,0,10,1
convert-char-float_rtp,1,1,5,1,2,4,4,1,1,1,0,4,0.25
clamp-int4_scalar,3,4,18,1,8,12,4,1,1,14,0,26,128
convert-char-float_rtz,1,1,5,1,2,4,4,1,1,15,0,4,0.25
clamp-short16_scalar,3,16,46,1,32,36,4,1,1,9,0,90,8.79609E+12
convert-float3-ushort3,1,3,8,1,3,5,3,1,1,0,0,9,1
convert-float16-uchar16_rtz,2,8,35,1,16,19,3,1,1,1,0,48,4096
cross_loops_accumulation_add,3,8,28,4,12,20,7,1,1,14,0,36,128
i16-acc-abs_diff-uchar-y-1op,2,1,6,2,1,5,3,1,1,7,0,5,0.25
convert-float16-uchar16_rtp,2,8,35,1,16,19,3,1,1,15,0,48,4096
convert-float16-uchar16_rtn,2,8,35,1,16,19,3,1,1,0,0,48,4096
convert-float16-uchar16_rte,2,8,35,1,16,19,3,1,1,6,0,48,4096
convert-uchar2-char2,1,1,3,1,0,2,2,1,1,1,0,2,0.25
pos-abs-add-short_pma,2,4,31,1,20,23,4,1,1,3,0,44,4096
smoothstep_scalar-float4,5,5,45,1,33,37,8,1,1,100,4,64,262144
smoothstep_scalar-float2,5,3,27,1,17,21,8,1,1,0,2,34,64
add_rshift_sat_h_uu,3,2,10,1,2,6,3,1,1,11,0,12,2
smoothstep_scalar-float8,5,9,81,1,65,69,8,1,1,100,8,124,4.39805E+12
clamp-uint_scalar,3,1,9,1,2,6,4,1,1,1,0,8,0.25
convert-float8-char8_rtz,1,8,18,1,8,10,3,1,1,1,0,24,32
convert-ushort-float,1,1,4,1,1,3,3,1,1,1,0,3,0.25
racc-char16_pma,1,8,17,2,7,13,5,1,1,3,0,23,32
convert-char8-uint8,3,4,16,1,8,10,3,1,1,1,0,28,2048
atan-mul-float,2,1,6,1,1,4,3,1,1,1,1,5,0.25
sub_sat-char4,4,4,37,1,28,31,5,1,2,1,0,72,17179869184
scatter-with-bounds-short,2,1,5,1,0,3,2,1,1,3,0,4,0.25
racc-int8_pma,1,8,18,2,8,11,6,1,1,11,0,24,32
sub_sat-char3,6,4,34,1,23,27,5,2,2,1,0,58,8388608
mul_hi-uint4,2,4,39,1,28,31,4,1,1,1,0,76,68719476736
convert-uint8-ushort8,1,8,10,1,0,2,2,1,1,1,0,16,32
convert-float4-ushort4_rtn,1,4,10,1,4,6,3,1,1,1,0,12,2
convert-float4-ushort4_rte,1,4,10,1,4,6,3,1,1,4,0,12,2
convert-float8-char8_sat,6,8,95,1,80,82,5,1,2,0,0,208,5.1923E+33
convert-char-short,1,1,4,1,1,3,3,1,1,0,0,3,0.25
native_exp-float3,2,3,9,1,3,5,3,1,1,15,3,12,4
convert-ushort8-float8_rtz,1,4,14,1,8,10,3,1,1,1,0,20,32
native_exp-float4,2,4,11,1,4,6,3,1,1,1,4,16,16
convert-float4-ushort4_rtz,1,4,10,1,4,6,3,1,1,1,0,12,2
add-interlace-1d-char_pma,3,8,44,1,32,34,4,1,2,11,0,88,8.79609E+12
native_exp-float8,2,8,19,1,8,10,3,1,1,0,8,32,4096
convert-float4-ushort4_rtp,1,4,10,1,4,6,3,1,1,1,0,12,2
abs_diff-int8,2,8,27,1,8,11,3,1,1,0,0,40,4096
mad_sat-char,6,3,16,1,6,10,6,1,1,0,0,17,1
abs_diff-int3,2,3,12,1,3,6,3,1,1,0,0,15,4
abs_diff-int2,2,2,9,1,2,5,3,1,1,8,0,10,1
abs_diff-int4,2,4,15,1,4,7,3,1,1,1,0,20,16
mul_hi-short,2,1,6,1,1,4,3,1,1,0,0,5,0.25
add_rshift_sat_pos_b_ii,3,2,10,1,2,6,3,1,1,1,0,12,2
cmp-basic-use-1_pma,3,16,44,1,24,27,4,1,1,1,0,80,34359738368
shl-const-non-imm-mask-short-wide-2_pma,2,16,27,1,16,18,3,1,1,15,0,56,268435456
mul_hi-ushort4,2,2,11,1,4,7,3,1,2,8,0,16,16
bitselect-short,4,2,12,1,4,8,4,1,1,14,0,12,0.5
mul_hi-ushort2,2,2,7,1,2,5,3,1,1,4,0,8,1
mul_hi-ushort3,4,2,12,1,3,7,3,2,1,15,0,14,2
mul_hi-ushort8,2,4,19,1,8,11,3,1,2,8,0,32,4096
convert-ushort2-short2,1,1,3,1,0,2,2,1,1,8,0,2,0.25
a-plus-b-wide,4,8,54,1,16,22,3,2,1,12,0,80,33554432
convert-uchar3-float3_rtz,1,2,7,1,3,5,3,1,1,8,0,8,1
add_sat-char2,4,4,21,1,14,17,5,1,2,15,0,36,16384
add_sat-char3,6,4,34,1,23,27,5,2,2,8,0,58,8388608
convert-uchar3-float3_rtp,1,2,7,1,3,5,3,1,1,8,0,8,1
add_sat-char4,4,4,37,1,28,31,5,1,2,8,0,72,17179869184
convert-uchar3-float3_rtn,1,2,7,1,3,5,3,1,1,0,0,8,1
convert-char4-uint4,3,2,10,1,4,6,3,1,2,1,0,14,8
iters-for-sink-hoist_pma,3,5,15,1,5,9,3,2,1,15,0,20,16
convert-uchar3-float3_rte,1,2,7,1,3,5,3,1,1,1,0,8,1
scaleWarp_RTAssert,18,12,125,3,92,105,17,1,1,100,0,222,7.92282E+28
all-int,2,1,5,1,1,3,3,1,1,5,0,4,0.25
sub_sat-short16,4,16,77,1,56,59,4,1,1,3,0,192,2.07692E+34
any-int,2,1,5,1,1,3,3,1,1,1,0,4,0.25
vec_step-uint16,1,1,3,1,0,2,2,1,1,12,0,2,0.25
racc-char4_pma,1,2,5,2,1,4,3,1,1,0,0,5,0.5
rotate-ushort8,2,4,27,1,16,19,4,1,1,8,0,40,4096
convert-uint16-float16,2,8,36,1,16,20,3,2,1,1,0,48,2048
rotate-ushort4,2,2,15,1,8,11,4,1,1,1,0,20,16
linearize_vec2,8,2,29,1,16,19,7,1,2,9,0,44,16384
rotate-ushort2,2,2,9,1,4,7,4,1,1,0,0,10,1
sub-transformations-none-none-sat-uint-1_pma,2,8,35,1,16,19,4,1,1,15,0,56,1048576
