Test,n_sources,max_out_degree,n_nodes,max_instances,n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges,n_cycles
native_cos-float4,2,4,11,1,4,6,3,1,1,1,4,16,16
convert-ushort16-short16,1,8,10,1,0,2,2,1,1,8,0,16,32
verification-api-1-positive-pma,2,8,19,1,8,10,3,1,1,15,0,32,4096
native_cos-float2,2,2,7,1,2,4,3,1,1,12,2,8,1
convert-float2-char2_sat_rte,6,4,29,1,20,22,5,1,2,0,0,52,4194304
convert-uchar4-short4,1,2,6,1,2,4,3,1,1,14,0,6,0.5
convert-float2-char2_sat_rtn,6,4,29,1,20,22,5,1,2,1,0,52,4194304
convert-float2-char2_sat_rtp,6,4,29,1,20,22,5,1,2,1,0,52,4194304
convert-ushort8-int8,3,4,8,1,0,3,2,2,1,3,0,9,1
convert-char16-uint16,3,8,29,1,16,19,3,2,1,1,0,56,67108864
convert-int16-ushort16,2,8,19,1,0,3,2,1,1,15,0,32,4096
hadd-uchar4,2,2,9,1,2,5,3,1,1,1,0,10,1
convert-float3-ushort3_sat,7,4,44,1,33,35,6,1,2,7,0,84,5.49756E+11
hadd-uchar2,2,1,6,1,1,4,3,1,1,3,0,5,0.25
hadd-uchar3,4,2,11,1,2,6,3,2,1,0,0,11,0.5
iv-select-acc-lt-idx-innerLoop-ver2,2,1,6,3,2,7,4,1,1,1,0,5,0.25
hadd-uchar8,2,4,15,1,4,7,3,1,1,15,0,20,16
rotate-short2,2,2,9,1,4,7,4,1,1,3,0,10,1
vecmem-copy-col-to-row_pma,1,1,3,1,0,2,2,1,1,14,0,2,0.25
cmp-basic-short-1_pma,2,16,27,1,16,18,3,1,1,0,0,56,268435456
gather-itr-struct1,2,8,19,1,8,10,3,1,1,2,0,32,4096
hadd-uint16,4,8,54,1,16,22,3,2,1,14,0,80,33554432
gather-itr-struct2,2,8,19,1,8,10,3,1,1,1,0,32,4096
accumulate-int4_pma,1,4,10,2,4,10,3,1,1,9,0,12,2
convert-ushort2-int2,3,1,5,1,0,3,2,2,1,1,0,3,0.125
abs-diff-uint,2,1,6,1,1,4,3,1,1,0,0,5,0.25
convert-float3-char3_sat_rtz,6,4,40,1,30,32,5,1,2,1,0,78,1.37439E+11
convert-int2-uchar2,1,2,4,1,0,2,2,1,1,1,0,4,0.5
iv_cmp_with_data,3,2,11,2,6,9,4,1,1,14,0,12,1
convert-float2-char2_rte,1,2,6,1,2,4,3,1,1,1,0,6,0.5
cmp-basic-float-char_pma,2,8,19,1,8,10,3,1,1,12,0,32,4096
convert-float2-char2_rtp,1,2,6,1,2,4,3,1,1,1,0,6,0.5
convert-ushort3-int3,3,2,6,1,0,3,2,2,1,3,0,5,0.25
convert-int-uint,1,1,3,1,0,2,2,1,1,1,0,2,0.25
convert-short3-float3,1,2,7,1,3,5,3,1,1,0,0,8,1
ceil-float4,1,4,10,1,4,6,3,1,1,1,0,12,2
convert-float2-char2_rtz,1,2,6,1,2,4,3,1,1,1,0,6,0.5
isequal-float,2,1,6,1,1,4,3,1,1,1,0,5,0.25
ceil-float3,1,3,8,1,3,5,3,1,1,9,0,9,1
minmax_norm_full,2,16,147,1,112,115,6,1,1,9,0,208,1.15292E+18
mul-sinpi-float,2,1,6,1,1,4,3,1,1,1,1,5,0.25
fp2int_with_shift,2,8,19,1,8,10,3,1,1,1,0,32,4096
is_iv_in_range_upper_bound,3,2,8,2,2,6,3,1,1,0,0,8,0.5
mul_hi-uint3,2,4,30,1,21,24,4,1,1,0,0,57,67108864
add_low_rshift_sat_pos_h_uu,3,2,10,1,2,6,3,1,1,14,0,12,2
uchar-vector-interlace-iterator,2,4,15,1,4,7,3,1,1,14,0,20,16
convert-float3-char3_rtn,1,3,8,1,3,5,3,1,1,0,0,9,1
upsample-char16,3,8,44,1,24,27,4,1,1,15,0,64,524288
avg_add_i16_signed_vec,3,2,11,1,5,8,5,1,1,1,2,12,1
fp2uint_rint_with_shift,2,8,19,1,8,10,3,1,1,1,0,32,4096
rint-float8,1,8,18,1,8,10,3,1,1,15,0,24,32
rint-float4,1,4,10,1,4,6,3,1,1,1,0,12,2
rint-float3,1,3,8,1,3,5,3,1,1,3,0,9,1
rint-float2,1,2,6,1,2,4,3,1,1,8,0,6,0.5
isnotequal-float8,2,8,35,1,16,19,4,1,1,0,0,48,4096
two_acopy,2,8,27,1,8,11,3,1,1,9,0,40,4096
iv_use_i32-scalar,2,1,6,2,2,5,3,1,1,12,0,5,0.25
mean_norm_full,2,16,147,1,112,115,6,1,1,0,0,208,1.15292E+18
add-transformations-abs-pos-sat-short-1_pma,3,8,40,1,28,31,5,1,2,14,0,72,2147483648
isnotequal-float3,2,3,15,1,6,9,4,1,1,0,0,18,4
isnotequal-float2,2,2,11,1,4,7,4,1,1,0,0,12,1
isnotequal-float4,2,4,19,1,8,11,4,1,1,15,0,24,16
max-short3,4,2,12,1,3,7,3,2,1,15,0,14,2
iv-modulo-2-2D-inner,3,16,44,2,32,42,4,1,1,3,0,88,8.79609E+12
pma_acopy_2D5,2,8,19,1,8,10,3,1,1,5,0,32,4096
isgreaterequal-float,2,1,6,1,1,4,3,1,1,3,0,5,0.25
mad_hi-uchar16,4,8,53,1,24,28,5,1,1,1,0,80,67108864
unaligned-store-offset-5-width-3,2,3,8,1,3,6,3,1,1,2,0,11,4
unaligned-store-offset-5-width-2,4,2,11,1,4,7,4,1,1,1,0,12,1
unaligned-store-offset-5-width-4,2,4,9,1,4,7,3,1,1,0,0,14,16
convert-float-int_rtp,1,1,4,1,1,3,3,1,1,7,0,3,0.25
unaligned-store-offset-5-width-8,2,4,11,1,6,9,4,1,1,2,0,16,16
convert-char-float_rtn,1,1,5,1,2,4,4,1,1,1,0,4,0.25
clamp-int,3,1,9,1,2,6,4,1,1,3,0,8,0.25
uchar_to_fp,1,1,4,1,1,3,3,1,1,1,0,3,0.25
convert-float-int_rte,1,1,4,1,1,3,3,1,1,1,0,3,0.25
manual-mixed-types_pma,2,8,59,1,40,43,4,1,2,1,0,112,4.5036E+15
convert-float4-ushort4_sat_rtn,7,4,56,1,44,46,6,1,2,7,0,112,3.60288E+16
upsample-char,4,1,10,1,3,6,4,1,1,15,0,9,0.25
argmax,3,8,21,2,13,24,4,1,1,11,0,41,524288
convert-float4-ushort4_sat_rte,7,4,56,1,44,46,6,1,2,1,0,112,3.60288E+16
hadd-uchar,2,1,6,1,1,4,3,1,1,15,0,5,0.25
convert-float4-ushort4_sat_rtz,7,4,56,1,44,46,6,1,2,1,0,112,3.60288E+16
convert-float4-ushort4_sat_rtp,7,4,56,1,44,46,6,1,2,0,0,112,3.60288E+16
bitselect-uchar,4,2,12,1,4,8,4,1,1,0,0,12,0.5
store_2_char_bufs_lo_hi,5,16,103,1,64,70,5,2,1,9,0,160,7.20576E+16
add-non-splat-non-imm-1d-int8_pma,9,8,26,1,8,10,3,1,1,1,0,32,32
median-test_4,3,7,24,2,18,22,5,1,1,12,0,39,16384
median-test_3,1,5,17,1,12,14,4,1,1,12,0,29,2048
convert-uchar-uint,2,1,5,1,1,3,3,1,1,9,0,4,0.25
native_log-float,2,1,6,1,2,4,4,1,1,1,2,5,0.25
convert-float16-int16_rtp,2,8,36,1,16,20,3,2,1,1,0,48,2048
median-test_8,3,4,24,2,17,21,7,2,1,0,0,36,2048
max-char8,2,4,27,1,16,19,4,1,1,1,0,40,4096
i16-acc-dot_prod_add-unsigned,2,1,6,2,1,5,3,1,1,3,0,5,0.25
add-non-imm-1d-char_pma,2,8,20,1,9,11,3,1,1,3,0,33,4096
vecmem-copy_pma,1,8,10,1,0,2,2,1,1,2,0,16,32
max-char2,2,2,9,1,4,7,4,1,1,0,0,10,1
hadd-char,3,1,10,1,4,7,5,1,1,3,0,9,0.25
gather-char-zext,1,8,19,1,0,3,4,1,1,15,0,32,4096
assert-assume-fail-pma,2,8,27,1,8,11,3,1,1,100,0,40,4096
addpool3_nounroll,1,1,4,2,1,4,3,1,1,12,0,3,0.25
sub_sat-ushort,2,2,7,1,2,5,4,1,1,12,0,7,0.5
convert-uchar3-float3,1,2,7,1,3,5,3,1,1,12,0,8,1
upsample-ushort16,3,16,37,1,16,20,3,2,2,14,0,80,4.39805E+12
convert-char-uint,2,1,5,1,1,3,3,1,1,9,0,4,0.25
min-max-short-transformation-vec4,2,3,29,1,22,25,5,1,1,0,0,40,1024
load-store-structures,4,4,17,1,8,10,3,1,1,0,0,23,32
mul-basic-float-1_pma,2,8,27,1,8,11,3,1,1,0,0,40,4096
mul-basic-ushort-1_pma,2,8,35,1,16,19,3,1,2,11,0,64,268435456
sinpi-float8,1,8,18,1,8,10,3,1,1,8,8,24,32
sinpi-float4,1,4,10,1,4,6,3,1,1,1,4,12,2
sinpi-float2,1,2,6,1,2,4,3,1,1,1,2,6,0.5
sinpi-float3,1,3,8,1,3,5,3,1,1,9,3,9,1
cmp-basic-uchar-1_pma,2,8,19,1,8,10,3,1,1,15,0,32,4096
iv_cmp_store,5,2,16,2,9,13,6,1,1,14,0,17,1
clamp_scalar-float4,3,4,18,1,8,12,4,1,1,1,0,26,128
convert-float16-ushort16_rtz,2,8,35,1,16,19,3,1,1,0,0,48,4096
convert-float3-ushort3_rtp,1,3,8,1,3,5,3,1,1,1,0,9,1
manual-add-one,2,8,19,1,8,10,3,1,1,2,0,32,4096
add_rshift_sat_b_ui,3,4,16,1,4,8,3,1,1,8,0,24,128
cmp-basic-ushort-1_pma,2,16,27,1,16,18,3,1,1,2,0,56,268435456
add_sat-ushort16,3,16,44,1,24,27,4,1,1,1,0,96,2.2518E+15
convert-float3-short3_rte,1,3,8,1,3,5,3,1,1,0,0,9,1
convert-float3-ushort3_rtz,1,3,8,1,3,5,3,1,1,0,0,9,1
convert-float3-ushort3_rte,1,3,8,1,3,5,3,1,1,1,0,9,1
convert-float3-short3_rtz,1,3,8,1,3,5,3,1,1,8,0,9,1
add_rshift_sat_b_uu,3,8,28,1,8,12,3,1,1,1,0,48,524288
any-int2,2,2,7,1,2,4,4,1,1,1,0,7,0.5
convert-float3-ushort3_rtn,1,3,8,1,3,5,3,1,1,8,0,9,1
clamp_scalar-float2,3,2,12,1,4,8,4,1,1,1,0,14,2
clamp_scalar-float3,3,3,15,1,6,10,4,1,1,0,0,20,16
masked_store_splat_data_compare,5,4,33,2,19,26,6,1,1,2,0,55,2097152
convert-uint4-float4_rtp,7,4,48,1,36,38,6,1,1,1,0,84,34359738368
sign-float8,3,16,60,1,48,50,4,1,1,1,0,136,3.77789E+22
convert-uint8-float8_rtz,7,8,88,1,72,74,6,1,1,9,0,168,6.04463E+23
outer_loop_acc_early-i16,3,1,9,3,3,9,4,1,1,15,0,8,0.25
racc-int16_pma,2,8,35,2,16,20,7,1,1,1,0,48,4096
convert-int16-float16_rtz,9,16,267,1,240,244,7,2,2,100,0,560,7.95717E+87
convert-uint8-float8_rtp,7,8,88,1,72,74,6,1,1,15,0,168,6.04463E+23
hsub_uint2,2,2,9,1,2,5,3,1,1,0,0,10,1
abs-short,1,1,4,1,1,3,3,1,1,3,0,3,0.25
add_low_rshift_sat_pos_h_iu,3,8,28,1,8,12,3,1,1,14,0,48,524288
add_low_rshift_sat_pos_h_ii,3,2,10,1,2,6,3,1,1,2,0,12,2
convert-uint8-float8_rtn,7,8,88,1,72,74,6,1,1,15,0,168,6.04463E+23
isgreater-float8,2,8,35,1,16,19,4,1,1,0,0,48,4096
convert-float-uint,1,1,4,1,1,3,3,1,1,100,0,3,0.25
store-struct-size-19_pma6,15,5,49,1,25,29,5,1,1,100,1,70,1048576
mul-hi-mixed-char-short-1_pma,2,8,43,1,24,27,4,1,1,15,0,72,268435456
convert-short16-uint16,1,8,27,1,16,19,3,2,1,1,0,40,4096
add_char3,4,2,11,1,4,6,3,1,1,1,0,11,0.5
masked_store_splat_multi_store_24Bytes,4,4,32,2,19,28,6,1,1,14,0,50,131072
convert-short16-ushort16,1,8,10,1,0,2,2,1,1,12,0,16,32
isnotequal-float16,4,8,70,1,32,38,4,2,1,1,0,96,33554432
mad_sat-short8,5,8,50,1,32,36,6,1,1,8,0,84,8589934592
int2fp_with_shift,2,8,27,1,16,18,4,1,1,14,0,40,4096
mad_sat-short2,5,2,17,1,8,12,6,1,1,15,0,21,8
convert-float16-ushort16_rtn,2,8,35,1,16,19,3,1,1,3,0,48,4096
mad_sat-short4,5,4,28,1,16,20,6,1,1,8,0,42,8192
convert-ushort4-short4,1,2,4,1,0,2,2,1,1,3,0,4,0.5
add_sat-int,5,6,18,1,10,13,5,1,1,12,0,28,512
convert-char2-short2,1,1,4,1,1,3,3,1,1,8,0,3,0.25
rotate-uint4,2,4,27,1,16,19,4,1,1,12,0,40,4096
rotate-uint2,2,2,15,1,8,11,4,1,1,1,0,20,16
rotate-uint3,2,3,21,1,12,15,4,1,1,12,0,30,256
add_sat-ushort,3,2,9,1,3,6,4,1,1,0,0,9,0.5
rotate-uint8,2,8,51,1,32,35,4,1,1,15,0,80,268435456
convert-float2-short2_sat,6,4,29,1,20,22,5,1,2,0,0,52,4194304
convert-float2-uint2_sat_rtp,3,4,24,1,18,20,4,1,2,0,0,46,2097152
abs-diff-ushort,2,1,6,1,1,4,3,1,1,0,0,5,0.25
rint-float,1,1,4,1,1,3,3,1,1,9,0,3,0.25
sub-transformations-none-none-abs-short-1_pma,2,8,35,1,16,19,3,1,2,8,0,64,268435456
convert-float2-uint2_sat_rtz,3,4,24,1,18,20,4,1,2,1,0,46,2097152
max-float16,4,8,54,1,16,22,3,2,1,3,0,80,33554432
convert-uchar-float,1,1,4,1,1,3,3,1,1,1,0,3,0.25
convert-float2-uint2_sat_rte,3,4,24,1,18,20,4,1,2,3,0,46,2097152
select-char2,3,2,12,1,5,9,4,1,1,3,0,14,2
fabs-float,1,1,4,1,1,3,3,1,1,0,0,3,0.25
clamp-uchar2,3,2,11,1,4,8,4,1,1,14,0,13,2
lshr-basic-uint-1_pma,3,8,12,1,0,3,2,2,1,2,0,17,16
i16-acc-add,1,1,4,2,1,4,3,1,1,1,0,3,0.25
convert-float3-int3,1,3,8,1,3,5,3,1,1,4,0,9,1
convert-int16-uchar16,2,8,19,1,0,3,2,1,1,0,0,32,4096
fdim-float,2,1,7,1,2,5,4,1,1,1,0,6,0.25
scatter-with-bounds-char4,4,1,7,1,0,4,2,2,1,12,0,5,0.125
convert-float-uint_sat_rtp,3,4,14,1,9,11,4,1,2,1,0,23,256
reflection,3,1,6,1,1,3,3,1,1,3,0,5,0.25
add-2d-offsets_pma,2,8,27,1,8,11,3,1,1,3,0,40,4096
convert-float-uint_sat_rtz,3,4,14,1,9,11,4,1,2,3,0,23,256
shufflevector-float-one-def-1-wide_pma,1,8,10,1,0,2,2,1,1,0,0,16,32
sub-transformations-none-none-sat-int-1_pma,6,6,55,1,40,43,5,1,2,1,0,116,1.15292E+18
convert-float-uint_sat_rtn,3,4,14,1,9,11,4,1,2,3,0,23,256
convert-int4-uchar4,1,4,6,1,0,2,2,1,1,0,0,8,2
convert-float16-int16,2,8,36,1,16,20,3,2,1,15,0,48,2048
convert-float4-short4_sat,6,4,51,1,40,42,5,1,2,3,0,104,4.5036E+15
min-char16,2,8,51,1,32,35,4,1,1,15,0,80,268435456
add_rshift_sat_h_ui,3,2,10,1,2,6,3,1,1,3,0,12,2
iv-select-acc-lt-idx-outerLoop-ver2-i16,2,2,7,3,3,9,4,1,1,11,0,7,0.5
scatter-23-bytes-with-bounds,14,12,72,1,49,53,4,2,1,0,0,125,4.5036E+15
vec_step-short4,1,1,3,1,0,2,2,1,1,15,0,2,0.25
vec_step-short3,1,1,3,1,0,2,2,1,1,15,0,2,0.25
vec_step-short2,1,1,3,1,0,2,2,1,1,15,0,2,0.25
ashr-negative-const-non-imm-mask-int-wide_pma,2,8,19,1,8,10,3,1,1,15,0,32,4096
vec_step-short8,1,1,3,1,0,2,2,1,1,15,0,2,0.25
rhadd-uint4,4,8,45,1,32,35,6,1,1,12,0,76,1073741824
rhadd-uint3,4,6,35,1,24,27,6,1,1,15,0,57,2097152
rhadd-uint2,4,4,25,1,16,19,6,1,1,1,0,38,4096
convert-char3-int3,3,2,9,1,3,5,3,1,1,3,0,11,2
rhadd-uint8,4,16,85,1,64,67,6,1,1,15,0,152,7.3787E+19
sub-transformations-none-none-halve-char-1_pma,3,8,36,1,16,19,4,1,1,2,0,56,524288
median-test_5_ver2,2,3,13,2,9,12,5,1,1,15,0,18,16
racc-int4_pma,1,4,10,2,4,7,5,1,1,0,0,12,2
convert-float2-ushort2_sat_rtz,7,4,32,1,22,24,6,1,2,0,0,56,8388608
convert-float2-ushort2_sat_rtp,7,4,32,1,22,24,6,1,2,3,0,56,8388608
mad_hi-uchar,5,2,14,1,5,9,6,1,1,3,0,14,0.5
cmp-masked-float8_pma,6,8,39,1,16,20,4,2,1,14,0,65,33554432
convert-uint-ushort,1,1,3,1,0,2,2,1,1,0,0,2,0.25
convert-float2-ushort2_sat_rtn,7,4,32,1,22,24,6,1,2,3,0,56,8388608
convert-float2-ushort2_sat_rte,7,4,32,1,22,24,6,1,2,15,0,56,8388608
clamp-uint8_scalar,3,8,30,1,16,20,4,1,1,1,0,50,524288
convert-float4-short4_sat_rtp,6,4,51,1,40,42,5,1,2,1,0,104,4.5036E+15
masked_store_splat_multi_store_24Bytes-16bit_cmp,4,4,30,2,17,26,4,1,1,15,0,48,131072
printf-ocl-print-no-flag,2,8,19,1,8,10,3,1,1,15,0,32,4096
shl-const-non-imm-non-splatted-mask-short-wide_pma,9,8,26,1,8,10,3,1,1,1,0,32,32
convert-float4-short4_sat_rtz,6,4,51,1,40,42,5,1,2,1,0,104,4.5036E+15
dot_prod_v2i16_v2i8_v2i8_acc,2,2,8,2,1,5,3,1,1,14,0,9,1
convert-float4-short4_sat_rte,6,4,51,1,40,42,5,1,2,15,0,104,4.5036E+15
quadratic_2_vec4,8,16,101,1,80,83,8,1,1,3,4,196,1.9807E+28
quadratic_2_vec2,7,8,54,1,40,42,8,1,1,0,2,98,8.79609E+12
convert-float4-short4_sat_rtn,6,4,51,1,40,42,5,1,2,15,0,104,4.5036E+15
store-1-byte,2,1,5,1,1,3,3,1,1,12,0,4,0.25
iv_cmp_between_ivs2,6,2,14,3,6,11,4,1,1,12,0,14,0.5
convert-ushort3-float3,1,2,7,1,3,5,3,1,1,7,0,8,1
convert-short8-uint8,1,4,14,1,8,10,3,1,1,10,0,20,32
select-short2,3,2,9,1,2,6,3,1,1,0,0,11,2
dct,6,8,45,1,30,32,6,1,2,2,0,82,68719476736
all-char16,5,8,39,1,25,28,19,2,1,15,0,51,2048
mul_hi-uint2,2,4,21,1,14,17,4,1,1,15,0,38,65536
convert-uint4-char4,1,4,6,1,0,2,2,1,1,10,0,8,2
convert-char2-float2_rtp,2,2,8,1,4,6,5,1,1,15,0,9,1
a-plus-b-unaligned-char,2,2,9,1,2,5,3,1,1,1,0,10,1
smoothstep-float2,5,2,30,1,18,22,8,1,1,15,2,38,128
smoothstep-float3,5,3,42,1,27,31,8,1,1,15,3,57,16384
i16-acc-abs_diff-ushort,2,1,6,2,1,5,3,1,1,1,0,5,0.25
convert-char2-float2_rtz,2,2,8,1,4,6,5,1,1,15,0,9,1
racc-char8-unsigned_pma,1,4,10,2,4,7,5,1,2,14,0,16,32
mad_sat-int,9,7,43,1,30,34,8,1,1,7,0,75,2147483648
smoothstep-float8,5,8,102,1,72,76,8,1,1,9,8,152,5.6295E+14
bitselect-uint2,4,2,19,1,8,12,4,1,1,14,0,24,16
isgreater-float,2,1,6,1,1,4,3,1,1,1,0,5,0.25
convert-char2-float2_rte,2,2,8,1,4,6,5,1,1,15,0,9,1
hadd-short4,2,2,9,1,2,5,3,1,1,15,0,10,1
convert-char2-float2_rtn,2,2,8,1,4,6,5,1,1,15,0,9,1
hadd-short2,2,1,6,1,1,4,3,1,1,15,0,5,0.25
upsample-short,2,1,5,1,0,3,2,1,1,15,0,4,0.25
mul_hi-uint8,2,8,75,1,56,59,4,1,1,0,0,152,7.55579E+22
convert-char8-uchar8,1,3,5,1,0,2,2,1,1,0,0,6,1
convert-float2-short2_rtn,1,2,6,1,2,4,3,1,1,1,0,6,0.5
clamp-ushort2,3,2,11,1,4,8,4,1,1,8,0,13,2
convert-float2-short2_rte,1,2,6,1,2,4,3,1,1,14,0,6,0.5
convert-float-uchar,1,1,4,1,1,3,3,1,1,15,0,3,0.25
convert-float2-short2_rtz,1,2,6,1,2,4,3,1,1,15,0,6,0.5
convert-float2-short2_rtp,1,2,6,1,2,4,3,1,1,15,0,6,0.5
gather-itr-bounds3,6,8,38,3,25,31,9,1,1,10,0,58,524288
gather-mode4,3,8,45,1,28,32,8,1,1,3,0,64,262144
max-uchar16,2,8,35,1,16,19,3,1,2,15,0,64,268435456
bitselect-int4,4,4,33,1,16,20,4,1,1,1,0,48,16384
convert-float3-char3_sat_rtp,6,4,40,1,30,32,5,1,2,1,0,78,1.37439E+11
bitselect-int3,4,3,26,1,12,16,4,1,1,10,0,36,512
bitselect-int2,4,2,19,1,8,12,4,1,1,1,0,24,16
convert-short8-char8,1,4,6,1,0,2,2,1,1,1,0,8,2
bitselect-int8,4,8,61,1,32,36,4,1,1,14,0,96,17179869184
convert-ushort2-float2_rtp,1,2,5,1,2,4,3,1,1,14,0,5,0.5
convert-float3-char3_sat_rte,6,4,40,1,30,32,5,1,2,0,0,78,1.37439E+11
convert-short3-ushort3,1,2,4,1,0,2,2,1,1,1,0,4,0.5
convert-float3-char3_sat_rtn,6,4,40,1,30,32,5,1,2,0,0,78,1.37439E+11
i16-acc-smax,2,1,5,2,1,4,3,1,1,14,0,4,0.25
bitselect-uchar8,4,4,33,1,16,20,4,1,1,0,0,48,16384
select-short8,3,4,24,1,8,12,3,1,2,15,0,44,524288
fillColorsChannelImage_part1_uf2,10,8,108,1,84,88,10,1,1,0,0,212,1.01412E+31
convert-float16-int16_rte,2,8,36,1,16,20,3,2,1,0,0,48,2048
multi-acc-int4_pma,2,4,23,2,12,23,4,1,1,3,0,28,16
select-short3,4,2,15,1,4,8,3,1,2,0,0,23,128
convert-float16-int16_rtn,2,8,36,1,16,20,3,2,1,15,0,48,2048
select-short4,3,2,14,1,4,8,3,1,2,0,0,22,128
masked_store_splat_2_or_host_conds,3,4,25,2,12,20,4,1,1,3,0,38,4096
convert-float16-int16_rtz,2,8,36,1,16,20,3,2,1,1,0,48,2048
all-short,4,1,7,1,1,4,3,2,1,0,0,5,0.125
convert-uint4-float4_rtz,7,4,48,1,36,38,6,1,1,9,0,84,34359738368
any-int4,2,4,11,1,4,6,5,1,1,0,0,13,2
pma_acopy_2D1_deprecatedAPI,2,8,19,1,8,10,3,1,1,3,0,32,4096
any-int3,2,3,9,1,3,5,4,1,1,1,0,10,1
fp_inv-vec8,2,8,19,1,8,10,3,1,1,3,8,32,4096
sub-transformations-none-none-sat-int-wide-1_pma,6,8,103,1,80,83,5,1,2,5,0,232,3.40282E+38
fp_inv-vec4,2,4,11,1,4,6,3,1,1,3,4,16,16
fp_inv-vec2,2,2,7,1,2,4,3,1,1,3,2,8,1
sub-transformations-abs-pos-sat-short-1_pma,2,4,39,1,28,31,5,1,1,3,0,60,1048576
any-int8,2,8,19,1,8,10,9,1,1,1,0,25,32
islessgreater-float,2,1,6,1,1,4,3,1,1,14,0,5,0.25
iv-select-acc-eq-idx-outerLoop,2,1,6,3,2,8,4,1,1,15,0,5,0.25
convert-int16-float16_rte,2,8,36,1,16,20,3,2,1,4,0,48,2048
convert-uint4-float4_rtn,7,4,48,1,36,38,6,1,1,1,0,84,34359738368
clamp-uchar8,3,4,32,1,16,20,4,1,1,15,0,52,524288
convert-float16-short16,2,8,35,1,16,19,3,1,1,1,0,48,4096
gather-to-wide-load,2,8,27,1,8,11,3,1,1,0,0,40,4096
clamp-uchar4,3,2,18,1,8,12,4,1,2,1,0,26,128
bitselect-uchar2,4,2,12,1,4,8,4,1,1,1,0,12,0.5
clamp-uchar3,5,2,18,1,6,11,4,2,1,15,0,22,8
convert-uint4-float4_rte,1,4,10,1,4,6,3,1,1,1,0,12,2
mix_scalar-float4,3,4,25,1,12,16,5,1,1,1,0,37,2048
gather-short-with-condition,2,8,37,1,17,20,6,1,1,3,0,57,524288
clamp-uint,3,1,9,1,2,6,4,1,1,0,0,8,0.25
store-6-bytes,4,3,9,1,3,5,3,1,1,11,0,10,1
mix_scalar-float3,3,3,20,1,9,13,5,1,1,1,0,28,128
mix_scalar-float2,3,2,15,1,6,10,5,1,1,1,0,19,8
mix_scalar-float8,3,8,45,1,24,28,5,1,1,0,0,73,134217728
inlined-call,2,8,43,1,24,27,4,1,1,11,0,80,68719476736
atan2-float3,1,6,14,1,6,8,3,1,2,1,6,24,512
accumulate-int8_pma,1,8,18,2,8,18,3,1,1,8,0,24,32
native_exp-float2,2,2,7,1,2,4,3,1,1,15,2,8,1
all-short16,4,8,29,1,16,19,17,2,1,15,0,41,2048
rshift_sat_pos_b_uu,4,8,54,1,16,22,3,2,1,3,0,80,33554432
islessequal-float16,4,8,70,1,32,38,4,2,1,0,0,96,33554432
sinpi-float,1,1,4,1,1,3,3,1,1,12,1,3,0.25
sub-transformations-abs-pos-sat-char-wide-1_pma,2,8,99,1,80,83,8,1,1,15,0,152,4.5036E+15
abs-diff-uchar,2,8,27,1,8,11,3,1,1,11,0,40,4096
convert-char4-float4_rtz,2,4,13,1,8,10,5,1,1,12,0,18,16
shl-const-non-imm-mask-short_pma,2,8,15,1,8,10,3,1,1,2,0,28,4096
convert-int2-ushort2,1,2,4,1,0,2,2,1,1,0,0,4,0.5
bitselect-uchar4,4,2,19,1,8,12,4,1,1,1,0,24,16
convert-char4-float4_rtp,2,4,13,1,8,10,5,1,1,1,0,18,16
gather-itr-uchar,1,6,18,1,10,12,5,1,1,7,0,28,512
abs_diff-int16,4,8,54,1,16,22,3,2,1,15,0,80,33554432
bitselect-uchar3,5,2,20,1,8,12,4,1,1,1,0,24,8
abs-int,1,1,4,1,1,3,3,1,1,1,0,3,0.25
missing_wait_10,2,8,19,1,8,10,3,1,1,3,0,32,4096
convert-char4-float4_rtn,2,4,13,1,8,10,5,1,1,15,0,18,16
convert-short8-ushort8,1,4,6,1,0,2,2,1,1,15,0,8,2
convert-float16-char16_rtz,2,8,35,1,16,19,3,1,1,15,0,48,4096
shl-basic-uchar-1_pma,2,8,19,1,8,10,3,1,1,15,0,32,4096
convert-char4-float4_rte,2,4,13,1,8,10,5,1,1,15,0,18,16
